Time	MOTOR-M-SST2.Pos[mm]	HEATER-ETS-41.Mode	HEATER-ETS-41.WSP	HEATER-ETS-41.PV1	HEATER-ETS-41.SPP	GENERATOR-PS-41.P[W]	GENERATOR-PS-41.U[V]	GENERATOR-PS-41.I[A]	GAUGE-G41.p[mBar]	CHAMBER-PREP.State
13:16:35.0	-72.75	0.0	58.0	24.0	38.1	76.92	29.93	2.57	3.3E-9	0
13:16:36.0	-72.75	0.0	59.0	24.0	39.2	76.92	29.93	2.57	4.0E-9	0
13:16:37.0	-72.75	0.0	59.0	24.0	39.2	76.92	29.93	2.57	4.0E-9	0
13:16:38.0	-72.75	0.0	59.0	24.0	40.0	76.92	29.93	2.57	4.0E-9	0
13:16:39.0	-72.75	0.0	60.0	24.0	40.7	76.92	29.93	2.57	4.7E-9	0
13:16:40.0	-72.75	0.0	61.0	24.0	41.2	76.92	29.93	2.57	4.7E-9	0
13:16:41.0	-72.75	0.0	61.0	25.0	41.9	95.24	32.84	2.90	4.7E-9	0
13:16:42.0	-72.75	0.0	62.0	25.0	42.4	100.79	33.71	2.99	4.7E-9	0
13:16:43.0	-72.75	0.0	62.0	25.0	42.4	100.79	33.71	2.99	5.3E-9	0
13:16:44.0	-72.75	0.0	62.0	25.0	42.9	103.36	34.00	3.04	5.3E-9	0
13:16:45.0	-72.75	0.0	63.0	25.0	43.8	103.36	34.00	3.04	5.3E-9	0
13:16:46.0	-72.75	0.0	64.0	26.0	44.3	103.36	34.00	3.04	5.9E-9	0
13:16:47.0	-72.75	0.0	64.0	26.0	44.9	113.24	35.06	3.23	5.9E-9	0
13:16:48.0	-72.75	0.0	65.0	26.0	45.4	113.24	35.06	3.23	5.9E-9	0
13:16:49.0	-72.75	0.0	65.0	26.0	45.4	113.24	35.06	3.23	5.9E-9	0
13:16:50.0	-72.75	0.0	65.0	26.0	45.9	113.24	35.06	3.23	6.5E-9	0
13:16:51.0	-72.75	0.0	66.0	27.0	46.4	113.24	35.06	3.23	6.5E-9	0
13:16:52.0	-72.75	0.0	67.0	27.0	46.7	125.72	36.76	3.42	6.5E-9	0
13:16:53.0	-72.75	0.0	67.0	28.0	47.4	125.72	36.76	3.42	6.9E-9	0
13:16:54.0	-72.75	0.0	67.0	28.0	47.4	125.72	36.76	3.42	6.9E-9	0
13:16:55.0	-72.75	0.0	68.0	28.0	47.7	136.06	37.90	3.59	6.9E-9	0
13:16:56.0	-72.75	0.0	68.0	29.0	48.1	136.06	37.90	3.59	7.3E-9	0
13:16:57.0	-72.75	0.0	69.0	29.0	48.2	136.06	37.90	3.59	7.3E-9	0
13:16:58.0	-72.75	0.0	70.0	30.0	48.4	136.06	37.90	3.59	7.3E-9	0
13:16:59.0	-72.75	0.0	70.0	30.0	48.6	143.64	38.51	3.73	7.3E-9	0
13:17:00.0	-72.75	0.0	70.0	30.0	48.6	143.64	38.51	3.73	7.7E-9	0
13:17:01.0	-72.75	0.0	71.0	31.0	48.9	143.64	38.51	3.73	7.7E-9	0
13:17:02.0	-72.75	0.0	71.0	32.0	48.9	143.64	38.51	3.73	7.7E-9	0
13:17:03.0	-72.75	0.0	72.0	32.0	48.8	143.64	38.51	3.73	7.9E-9	0
13:17:04.0	-72.75	0.0	73.0	33.0	48.7	143.64	38.51	3.73	7.9E-9	0
13:17:05.0	-72.75	0.0	73.0	33.0	48.7	150.35	38.85	3.87	7.9E-9	0
13:17:06.0	-72.75	0.0	73.0	34.0	48.6	150.35	38.85	3.87	7.9E-9	0
13:17:07.0	-72.75	0.0	74.0	35.0	48.5	149.96	38.65	3.88	8.0E-9	0
13:17:08.0	-72.75	0.0	75.0	36.0	48.3	149.96	38.65	3.88	8.0E-9	0
13:17:09.0	-72.75	0.0	75.0	37.0	48.0	149.96	38.65	3.88	8.0E-9	0
13:17:10.0	-72.75	0.0	76.0	38.0	47.9	149.96	38.65	3.88	8.1E-9	0
13:17:11.0	-72.75	0.0	76.0	39.0	47.5	149.96	38.65	3.88	8.1E-9	0
13:17:12.0	-72.75	0.0	76.0	39.0	47.5	0.00	0.00	0.00	8.1E-9	0
13:17:13.0	-72.75	0.0	77.0	40.0	46.9	0.00	0.00	0.00	8.0E-9	0
13:17:14.0	-72.75	0.0	78.0	41.0	46.4	143.00	37.24	3.84	8.0E-9	0
13:17:15.0	-72.75	0.0	78.0	42.0	45.9	143.00	37.24	3.84	8.0E-9	0
13:17:16.0	-72.75	0.0	79.0	44.0	45.3	140.45	36.96	3.80	7.7E-9	0
13:17:17.0	-72.75	0.0	79.0	45.0	44.8	140.45	36.96	3.80	7.7E-9	0
13:17:18.0	-72.75	0.0	79.0	45.0	44.8	140.45	36.96	3.80	7.7E-9	0
13:17:19.0	-72.75	0.0	80.0	46.0	44.0	127.79	35.01	3.65	7.7E-9	0
13:17:20.0	-72.75	0.0	81.0	48.0	43.1	127.79	35.01	3.65	7.4E-9	0
13:17:21.0	-72.75	0.0	81.0	50.0	42.3	127.79	35.01	3.65	7.4E-9	0
13:17:22.0	-72.75	0.0	82.0	51.0	41.7	122.07	34.29	3.56	7.4E-9	0
13:17:23.0	-72.75	0.0	82.0	53.0	41.1	122.07	34.29	3.56	6.9E-9	0
13:17:24.0	-72.75	0.0	82.0	53.0	41.1	122.07	34.29	3.56	6.9E-9	0
13:17:25.0	-72.75	0.0	83.0	54.0	40.2	122.07	34.29	3.56	6.9E-9	0
13:17:26.0	-72.75	0.0	84.0	56.0	39.5	122.07	34.29	3.56	6.9E-9	0
13:17:27.0	-72.75	0.0	84.0	57.0	38.8	102.71	31.22	3.29	6.6E-9	0
13:17:28.0	-72.75	0.0	84.0	57.0	38.8	102.71	31.22	3.29	6.6E-9	0
13:17:29.0	-72.75	0.0	85.0	59.0	38.0	102.71	31.22	3.29	6.6E-9	0
13:17:30.0	-72.75	0.0	85.0	61.0	37.0	102.71	31.22	3.29	6.1E-9	0
13:17:31.0	-72.75	0.0	86.0	63.0	36.2	102.71	31.22	3.29	6.1E-9	0
13:17:32.0	-72.75	0.0	87.0	64.0	35.5	84.98	28.42	2.99	6.1E-9	0
13:17:33.0	-72.75	0.0	87.0	66.0	34.9	84.98	28.42	2.99	5.5E-9	0
13:17:34.0	-72.75	0.0	88.0	67.0	34.2	81.85	27.84	2.94	5.5E-9	0
13:17:35.0	-72.75	0.0	88.0	67.0	34.2	79.26	27.33	2.90	5.5E-9	0
13:17:36.0	-72.75	0.0	88.0	69.0	33.1	79.26	27.33	2.90	5.5E-9	0
13:17:37.0	-72.75	0.0	89.0	71.0	32.6	79.26	27.33	2.90	5.0E-9	0
13:17:38.0	-72.75	0.0	90.0	73.0	31.8	79.26	27.33	2.90	5.0E-9	0
13:17:39.0	-72.75	0.0	90.0	74.0	31.2	69.99	25.73	2.72	5.0E-9	0
13:17:40.0	-72.75	0.0	91.0	76.0	30.6	69.99	25.73	2.72	4.5E-9	0
13:17:41.0	-72.75	0.0	91.0	76.0	30.6	64.40	24.77	2.60	4.5E-9	0
13:17:42.0	-72.75	0.0	92.0	77.0	30.0	59.89	23.86	2.51	4.5E-9	0
13:17:43.0	-72.75	0.0	92.0	79.0	29.3	57.31	23.39	2.45	4.1E-9	0
13:17:44.0	-72.75	0.0	93.0	81.0	28.5	57.31	23.39	2.45	4.1E-9	0
13:17:45.0	-72.75	0.0	93.0	82.0	27.9	54.41	22.86	2.38	4.1E-9	0
13:17:46.0	-72.75	0.0	93.0	82.0	27.9	54.41	22.86	2.38	4.1E-9	0
13:17:47.0	-72.75	0.0	94.0	84.0	27.3	54.41	22.86	2.38	3.8E-9	0
13:17:48.0	-72.75	0.0	95.0	85.0	26.8	54.41	22.86	2.38	3.8E-9	0
13:17:49.0	-72.75	0.0	95.0	87.0	26.5	47.46	21.38	2.22	3.8E-9	0
13:17:50.0	-72.75	0.0	96.0	89.0	25.8	45.73	20.88	2.19	3.4E-9	0
13:17:51.0	-72.75	0.0	96.0	89.0	25.8	44.43	20.57	2.16	3.4E-9	0
13:17:52.0	-72.75	0.0	96.0	90.0	25.3	44.43	20.57	2.16	3.4E-9	0
13:17:53.0	-72.75	0.0	97.0	91.0	24.9	44.43	20.57	2.16	3.2E-9	0
13:17:54.0	-72.75	0.0	98.0	93.0	24.5	44.43	20.57	2.16	3.2E-9	0
13:17:55.0	-72.75	0.0	98.0	94.0	24.2	39.19	19.40	2.02	3.2E-9	0
13:17:56.0	-72.75	0.0	99.0	95.0	23.9	39.19	19.40	2.02	3.2E-9	0
13:17:57.0	-72.75	0.0	99.0	95.0	23.9	37.51	19.04	1.97	3.0E-9	0
13:17:58.0	-72.75	0.0	99.0	97.0	23.4	37.51	19.04	1.97	3.0E-9	0
13:17:59.0	-72.75	0.0	100.0	98.0	23.1	37.51	19.04	1.97	3.0E-9	0
13:18:00.0	-72.75	0.0	101.0	99.0	22.8	37.51	19.04	1.97	2.8E-9	0
13:18:01.0	-72.75	0.0	101.0	100.0	22.4	37.51	19.04	1.97	2.8E-9	0
13:18:02.0	-72.75	0.0	101.0	100.0	22.4	37.51	19.04	1.97	2.8E-9	0
13:18:03.0	-72.75	0.0	102.0	101.0	22.1	32.38	17.60	1.84	2.8E-9	0
13:18:04.0	-72.75	0.0	103.0	102.0	21.9	32.38	17.60	1.84	2.7E-9	0
13:18:05.0	-72.75	0.0	103.0	104.0	21.7	32.38	17.60	1.84	2.7E-9	0
13:18:06.0	-72.75	0.0	104.0	105.0	21.4	32.38	17.60	1.84	2.7E-9	0
13:18:07.0	-72.75	0.0	104.0	106.0	21.4	32.38	17.60	1.84	2.6E-9	0
13:18:08.0	-72.75	0.0	105.0	107.0	21.2	32.38	17.60	1.84	2.6E-9	0
13:18:09.0	-72.75	0.0	105.0	107.0	21.2	32.38	17.60	1.84	2.6E-9	0
13:18:10.0	-72.75	0.0	106.0	107.0	21.1	0.00	0.00	0.00	2.5E-9	0
13:18:11.0	-72.75	0.0	106.0	109.0	20.8	0.00	0.00	0.00	2.5E-9	0
13:18:12.0	-72.75	0.0	107.0	110.0	20.7	0.00	0.00	0.00	2.5E-9	0
13:18:13.0	-72.75	0.0	107.0	110.0	20.5	27.77	16.43	1.69	2.5E-9	0
13:18:14.0	-72.75	0.0	107.0	110.0	20.5	27.77	16.43	1.69	2.4E-9	0
13:18:15.0	-72.75	0.0	108.0	111.0	20.5	27.17	16.27	1.67	2.4E-9	0
13:18:16.0	-72.75	0.0	109.0	112.0	20.4	27.17	16.27	1.67	2.4E-9	0
13:18:17.0	-72.75	0.0	109.0	113.0	20.4	27.14	16.25	1.67	2.3E-9	0
13:18:18.0	-72.75	0.0	110.0	114.0	20.3	27.14	16.25	1.67	2.3E-9	0
13:18:19.0	-72.75	0.0	110.0	114.0	20.3	27.14	16.25	1.67	2.3E-9	0
13:18:20.0	-72.75	0.0	110.0	114.0	20.3	27.14	16.25	1.67	2.2E-9	0
13:18:21.0	-72.75	0.0	111.0	115.0	20.3	26.57	16.10	1.65	2.2E-9	0
13:18:22.0	-72.75	0.0	112.0	116.0	20.3	26.57	16.10	1.65	2.2E-9	0
13:18:23.0	-72.75	0.0	112.0	116.0	20.3	26.57	16.10	1.65	2.2E-9	0
13:18:24.0	-72.75	0.0	113.0	117.0	20.2	26.57	16.10	1.65	2.2E-9	0
13:18:25.0	-72.75	0.0	113.0	118.0	20.3	26.57	16.10	1.65	2.2E-9	0
13:18:26.0	-72.75	0.0	113.0	118.0	20.3	26.58	16.11	1.65	2.2E-9	0
13:18:27.0	-72.75	0.0	114.0	118.0	20.3	26.58	16.11	1.65	2.1E-9	0
13:18:28.0	-72.75	0.0	115.0	119.0	20.3	26.58	16.11	1.65	2.1E-9	0
13:18:29.0	-72.75	0.0	115.0	119.0	20.4	26.65	16.15	1.65	2.1E-9	0
13:18:30.0	-72.75	0.0	116.0	120.0	20.6	27.01	16.27	1.66	2.1E-9	0
13:18:31.0	-72.75	0.0	116.0	120.0	20.6	27.01	16.27	1.66	2.1E-9	0
13:18:32.0	-72.75	0.0	117.0	121.0	20.5	26.99	16.26	1.66	2.1E-9	0
13:18:33.0	-72.75	0.0	117.0	121.0	20.6	26.99	16.26	1.66	2.1E-9	0
13:18:34.0	-72.75	0.0	118.0	122.0	20.8	26.99	16.26	1.66	2.0E-9	0
13:18:35.0	-72.75	0.0	118.0	122.0	20.8	27.74	16.51	1.68	2.0E-9	0
13:18:36.0	-72.75	0.0	118.0	122.0	20.8	27.74	16.51	1.68	2.0E-9	0
13:18:37.0	-72.75	0.0	119.0	122.0	21.1	28.44	16.73	1.70	2.0E-9	0
13:18:38.0	-72.75	0.0	120.0	123.0	21.2	28.44	16.73	1.70	2.0E-9	0
13:18:39.0	-72.75	0.0	120.0	123.0	21.3	28.44	16.73	1.70	2.0E-9	0
13:18:40.0	-72.75	0.0	121.0	124.0	21.4	28.44	16.73	1.70	2.0E-9	0
13:18:41.0	-72.75	0.0	121.0	124.0	21.5	28.44	16.73	1.70	2.0E-9	0
13:18:42.0	-72.75	0.0	122.0	125.0	21.6	28.44	16.73	1.70	2.0E-9	0
13:18:43.0	-72.75	0.0	122.0	125.0	21.6	29.91	17.19	1.74	2.0E-9	0
13:18:44.0	-72.75	0.0	123.0	125.0	21.7	30.22	17.27	1.75	2.0E-9	0
13:18:45.0	-72.75	0.0	123.0	125.0	21.9	30.22	17.27	1.75	2.0E-9	0
13:18:46.0	-72.75	0.0	124.0	126.0	22.1	30.22	17.27	1.75	2.0E-9	0
13:18:47.0	-72.75	0.0	124.0	126.0	22.3	30.22	17.27	1.75	1.9E-9	0
13:18:48.0	-72.75	0.0	124.0	126.0	22.3	30.22	17.27	1.75	1.9E-9	0
13:18:49.0	-72.75	0.0	125.0	126.0	22.5	30.22	17.27	1.75	1.9E-9	0
13:18:50.0	-72.75	0.0	126.0	127.0	22.7	32.60	17.91	1.82	1.9E-9	0
13:18:51.0	-72.75	0.0	126.0	127.0	22.9	33.30	18.10	1.84	1.9E-9	0
13:18:52.0	-72.75	0.0	127.0	128.0	23.1	33.30	18.10	1.84	1.9E-9	0
13:18:53.0	-72.75	0.0	128.0	128.0	23.3	33.30	18.10	1.84	1.9E-9	0
13:18:54.0	-72.75	0.0	128.0	128.0	23.3	33.30	18.10	1.84	1.9E-9	0
13:18:55.0	-72.75	0.0	128.0	128.0	23.4	33.30	18.10	1.84	1.9E-9	0
13:18:56.0	-72.75	0.0	129.0	128.0	23.5	35.34	18.70	1.89	1.9E-9	0
13:18:57.0	-72.75	0.0	129.0	129.0	23.9	35.34	18.70	1.89	1.9E-9	0
13:18:58.0	-72.75	0.0	130.0	129.0	24.2	35.34	18.70	1.89	1.9E-9	0
13:18:59.0	-72.75	0.0	130.0	129.0	24.2	35.34	18.70	1.89	1.9E-9	0
13:19:00.0	-72.75	0.0	131.0	129.0	24.4	35.34	18.70	1.89	1.9E-9	0
13:19:01.0	-72.75	0.0	131.0	130.0	24.6	35.34	18.70	1.89	1.9E-9	0
13:19:02.0	-72.75	0.0	132.0	130.0	24.8	39.10	19.65	1.99	1.9E-9	0
13:19:03.0	-72.75	0.0	132.0	130.0	25.0	39.10	19.65	1.99	1.9E-9	0
13:19:04.0	-72.75	0.0	132.0	130.0	25.0	39.10	19.65	1.99	1.9E-9	0
13:19:05.0	-72.75	0.0	133.0	131.0	25.1	39.10	19.65	1.99	1.9E-9	0
13:19:06.0	-72.75	0.0	134.0	131.0	25.5	39.10	19.65	1.99	1.9E-9	0
13:19:07.0	-72.75	0.0	134.0	131.0	25.7	41.94	20.26	2.07	1.9E-9	0
13:19:08.0	-72.75	0.0	135.0	131.0	25.9	41.94	20.26	2.07	1.9E-9	0
13:19:09.0	-72.75	0.0	135.0	132.0	25.9	41.94	20.26	2.07	1.9E-9	0
13:19:10.0	-72.75	0.0	136.0	132.0	26.2	41.94	20.26	2.07	1.9E-9	0
13:19:11.0	-72.75	0.0	136.0	132.0	26.2	41.94	20.26	2.07	1.9E-9	0
13:19:12.0	-72.75	0.0	137.0	132.0	26.3	41.94	20.26	2.07	1.9E-9	0
13:19:13.0	-72.75	0.0	137.0	133.0	26.7	41.94	20.26	2.07	1.9E-9	0
13:19:14.0	-72.75	0.0	138.0	133.0	26.9	41.94	20.26	2.07	1.9E-9	0
13:19:15.0	-72.75	0.0	138.0	133.0	27.2	41.94	20.26	2.07	1.9E-9	0
13:19:16.0	-72.75	0.0	139.0	134.0	27.3	47.06	21.49	2.19	1.9E-9	0
13:19:17.0	-72.75	0.0	139.0	134.0	27.3	47.65	21.66	2.20	1.8E-9	0
13:19:18.0	-72.75	0.0	140.0	134.0	27.6	0.00	21.87	0.00	1.8E-9	0
13:19:19.0	-72.75	0.0	140.0	134.0	27.7	0.00	21.87	0.00	1.8E-9	0
13:19:20.0	-72.75	0.0	141.0	135.0	28.0	49.43	21.97	2.25	1.8E-9	0
13:19:21.0	-72.75	0.0	141.0	135.0	28.0	49.43	21.97	2.25	1.9E-9	0
13:19:22.0	-72.75	0.0	141.0	135.0	28.2	49.43	21.97	2.25	1.9E-9	0
13:19:23.0	-72.75	0.0	142.0	135.0	28.3	50.95	22.25	2.29	1.9E-9	0
13:19:24.0	-72.75	0.0	143.0	136.0	28.5	52.11	22.56	2.31	1.9E-9	0
13:19:25.0	-72.75	0.0	143.0	136.0	28.7	52.11	22.56	2.31	1.9E-9	0
13:19:26.0	-72.75	0.0	144.0	136.0	28.8	53.19	22.83	2.33	1.9E-9	0
13:19:27.0	-72.75	0.0	144.0	136.0	28.8	53.19	22.83	2.33	1.9E-9	0
13:19:28.0	-72.75	0.0	145.0	137.0	29.0	53.19	22.83	2.33	1.9E-9	0
13:19:29.0	-72.75	0.0	145.0	137.0	29.3	53.19	22.83	2.33	1.9E-9	0
13:19:30.0	-72.75	0.0	146.0	137.0	29.4	55.54	23.24	2.39	1.9E-9	0
13:19:31.0	-72.75	0.0	146.0	138.0	29.6	56.54	23.46	2.41	1.9E-9	0
13:19:32.0	-72.75	0.0	147.0	138.0	29.6	56.54	23.46	2.41	1.9E-9	0
13:19:33.0	-72.75	0.0	148.0	139.0	29.9	57.42	23.63	2.43	1.9E-9	0
13:19:34.0	-72.75	0.0	148.0	139.0	29.9	57.42	23.63	2.43	1.9E-9	0
13:19:35.0	-72.75	0.0	148.0	139.0	30.1	58.31	23.80	2.45	1.9E-9	0
13:19:36.0	-72.75	0.0	149.0	139.0	30.2	58.31	23.80	2.45	1.9E-9	0
13:19:37.0	-72.75	0.0	149.0	140.0	30.3	59.33	24.02	2.47	1.9E-9	0
13:19:38.0	-72.75	0.0	150.0	140.0	30.3	59.33	24.02	2.47	1.9E-9	0
13:19:39.0	-72.75	0.0	150.0	140.0	30.3	59.33	24.02	2.47	1.9E-9	0
13:19:40.0	-72.75	0.0	151.0	141.0	30.6	59.33	24.02	2.47	1.9E-9	0
13:19:41.0	-72.75	0.0	151.0	141.0	30.8	61.04	24.32	2.51	1.9E-9	0
13:19:42.0	-72.75	0.0	152.0	142.0	30.9	61.04	24.32	2.51	1.9E-9	0
13:19:43.0	-72.75	0.0	152.0	142.0	30.9	62.15	24.47	2.54	1.9E-9	0
13:19:44.0	-72.75	0.0	153.0	142.0	30.9	62.15	24.47	2.54	1.9E-9	0
13:19:45.0	-72.75	0.0	153.0	142.0	30.9	62.15	24.47	2.54	1.9E-9	0
13:19:46.0	-72.75	0.0	154.0	143.0	31.0	62.15	24.47	2.54	1.9E-9	0
13:19:47.0	-72.75	0.0	154.0	143.0	31.0	62.15	24.47	2.54	1.9E-9	0
13:19:48.0	-72.75	0.0	155.0	144.0	31.1	63.63	24.76	2.57	1.9E-9	0
13:19:49.0	-72.75	0.0	155.0	145.0	31.1	63.63	24.76	2.57	1.9E-9	0
13:19:50.0	-72.75	0.0	156.0	145.0	31.3	63.63	24.76	2.57	1.9E-9	0
13:19:51.0	-72.75	0.0	156.0	145.0	31.3	63.63	24.76	2.57	2.0E-9	0
13:19:52.0	-72.75	0.0	157.0	146.0	31.4	64.52	24.91	2.59	2.0E-9	0
