Time	MOTOR-M-SST2.Pos[mm]	HEATER-ETS-41.Mode	HEATER-ETS-41.WSP	HEATER-ETS-41.PV1	HEATER-ETS-41.SPP	GENERATOR-PS-41.P[W]	GENERATOR-PS-41.U[V]	GENERATOR-PS-41.I[A]	GAUGE-G41.p[mBar]	CHAMBER-PREP.State
10:57:32.0	-72.75	0.0	0.0	22.0	0.0	0.00	0.04	0.00	1.8E-9	0
10:57:33.0	-72.75	0.0	0.0	22.0	0.0	0.00	0.04	0.00	1.8E-9	0
10:57:34.0	-72.75	0.0	0.0	22.0	0.0	0.00	0.04	0.00	1.8E-9	0
10:57:35.0	-72.75	0.0	0.0	22.0	0.0	0.00	0.04	0.00	1.8E-9	0
10:57:36.0	-72.75	0.0	22.0	22.0	0.1	0.05	0.05	0.93	1.8E-9	0
10:57:37.0	-72.75	0.0	23.0	22.0	0.5	0.05	0.05	0.93	1.8E-9	0
10:57:38.0	-72.75	0.0	24.0	22.0	0.8	0.05	0.05	0.93	1.8E-9	0
10:57:39.0	-72.75	0.0	24.0	22.0	0.8	0.05	0.05	0.93	1.8E-9	0
10:57:40.0	-72.75	0.0	24.0	22.0	1.5	0.05	0.05	0.93	1.8E-9	0
10:57:41.0	-72.75	0.0	25.0	22.0	2.0	0.05	0.05	0.93	1.8E-9	0
10:57:42.0	-72.75	0.0	26.0	22.0	2.4	0.13	1.20	0.11	1.8E-9	0
10:57:43.0	-72.75	0.0	26.0	22.0	3.0	0.41	2.27	0.18	1.8E-9	0
10:57:44.0	-72.75	0.0	27.0	22.0	3.5	0.41	2.27	0.18	1.8E-9	0
10:57:45.0	-72.75	0.0	27.0	22.0	3.5	0.41	2.27	0.18	1.8E-9	0
10:57:46.0	-72.75	0.0	27.0	22.0	4.0	0.41	2.27	0.18	1.8E-9	0
10:57:47.0	-72.75	0.0	28.0	22.0	4.7	0.87	3.35	0.26	1.8E-9	0
10:57:48.0	-72.75	0.0	29.0	22.0	5.1	1.16	3.85	0.30	1.8E-9	0
10:57:49.0	-72.75	0.0	29.0	22.0	5.7	1.33	4.16	0.32	1.8E-9	0
10:57:50.0	-72.75	0.0	30.0	22.0	6.3	1.33	4.16	0.32	1.8E-9	0
10:57:51.0	-72.75	0.0	30.0	22.0	6.3	1.84	4.85	0.38	1.8E-9	0
10:57:52.0	-72.75	0.0	30.0	22.0	6.7	2.06	5.15	0.40	1.8E-9	0
10:57:53.0	-72.75	0.0	31.0	22.0	7.3	2.36	5.49	0.43	1.8E-9	0
10:57:54.0	-72.75	0.0	32.0	22.0	7.8	2.36	5.49	0.43	1.8E-9	0
10:57:55.0	-72.75	0.0	32.0	22.0	8.4	2.89	6.14	0.47	1.8E-9	0
10:57:56.0	-72.75	0.0	33.0	22.0	8.9	2.89	6.14	0.47	1.8E-9	0
10:57:57.0	-72.75	0.0	33.0	22.0	8.9	2.89	6.14	0.47	1.8E-9	0
10:57:58.0	-72.75	0.0	33.0	22.0	9.3	4.15	7.28	0.57	1.8E-9	0
10:57:59.0	-72.75	0.0	34.0	22.0	10.5	4.15	7.28	0.57	1.8E-9	0
10:58:00.0	-72.75	0.0	35.0	22.0	10.9	5.27	8.23	0.64	1.8E-9	0
10:58:01.0	-72.75	0.0	35.0	22.0	11.5	5.27	8.23	0.64	1.8E-9	0
10:58:02.0	-72.75	0.0	36.0	22.0	12.1	6.19	8.97	0.69	1.8E-9	0
10:58:03.0	-72.75	0.0	36.0	22.0	12.1	6.19	8.97	0.69	1.8E-9	0
10:58:04.0	-72.75	0.0	36.0	22.0	12.6	6.19	8.97	0.69	1.8E-9	0
10:58:05.0	-72.75	0.0	37.0	22.0	13.1	6.19	8.97	0.69	1.8E-9	0
10:58:06.0	-72.75	0.0	38.0	22.0	13.9	6.19	8.97	0.69	1.8E-9	0
10:58:07.0	-72.75	0.0	38.0	22.0	14.5	9.41	10.94	0.86	1.8E-9	0
10:58:08.0	-72.75	0.0	38.0	22.0	14.5	9.41	10.94	0.86	1.8E-9	0
10:58:09.0	-72.75	0.0	39.0	22.0	15.1	11.37	12.09	0.94	1.8E-9	0
10:58:10.0	-72.75	0.0	39.0	22.0	15.9	11.37	12.09	0.94	1.8E-9	0
10:58:11.0	-72.75	0.0	40.0	22.0	16.4	0.05	0.05	1.01	1.8E-9	0
