Time	MOTOR-M-SST2.Pos[mm]	HEATER-ETS-41.Mode	HEATER-ETS-41.WSP	HEATER-ETS-41.PV1	HEATER-ETS-41.SPP	GENERATOR-PS-41.P[W]	GENERATOR-PS-41.U[V]	GENERATOR-PS-41.I[A]	GAUGE-G41.p[mBar]	CHAMBER-PREP.State
09:17:31.0	-72.75	0.0	29.0	22.0	6.1	1.25	4.04	0.31	2.6E-10	0
09:17:32.0	-72.75	0.0	30.0	22.0	6.5	1.25	4.04	0.31	2.6E-10	0
09:17:33.0	-72.75	0.0	30.0	22.0	7.0	2.28	5.43	0.42	2.6E-10	0
09:17:34.0	-72.75	0.0	31.0	22.0	7.6	2.28	5.43	0.42	2.6E-10	0
09:17:35.0	-72.75	0.0	32.0	22.0	8.3	2.28	5.43	0.42	2.6E-10	0
09:17:36.0	-72.75	0.0	32.0	22.0	8.9	3.23	6.45	0.50	2.6E-10	0
09:17:37.0	-72.75	0.0	32.0	22.0	8.9	3.69	6.83	0.54	2.6E-10	0
09:17:38.0	-72.75	0.0	33.0	22.0	9.4	4.21	7.38	0.57	2.6E-10	0
09:17:39.0	-72.75	0.0	33.0	22.0	10.0	4.61	7.69	0.60	2.6E-10	0
09:17:40.0	-72.75	0.0	34.0	22.0	10.5	4.61	7.69	0.60	2.6E-10	0
09:17:41.0	-72.75	0.0	35.0	22.0	11.3	4.61	7.69	0.60	2.6E-10	0
09:17:42.0	-72.75	0.0	35.0	22.0	11.9	6.01	8.84	0.68	2.6E-10	0
09:17:43.0	-72.75	0.0	35.0	22.0	11.9	6.01	8.84	0.68	2.6E-10	0
09:17:44.0	-72.75	0.0	36.0	22.0	12.5	6.01	8.84	0.68	2.6E-10	0
09:17:45.0	-72.75	0.0	36.0	22.0	13.1	6.01	8.84	0.68	2.6E-10	0
09:17:46.0	-72.75	0.0	37.0	22.0	13.6	6.01	8.84	0.68	2.6E-10	0
09:17:47.0	-72.75	0.0	38.0	22.0	14.1	6.01	8.84	0.68	2.6E-10	0
09:17:48.0	-72.75	0.0	38.0	22.0	14.9	6.01	8.84	0.68	2.6E-10	0
09:17:49.0	-72.75	0.0	38.0	22.0	14.9	6.01	8.84	0.68	2.6E-10	0
09:17:50.0	-72.75	0.0	39.0	22.0	15.8	6.01	8.84	0.68	2.6E-10	0
09:17:51.0	-72.75	0.0	39.0	22.0	16.4	6.01	8.84	0.68	2.6E-10	0
09:17:52.0	-72.75	0.0	40.0	22.0	16.9	0.00	0.00	0.00	2.6E-10	0
09:17:53.0	-72.75	0.0	41.0	22.0	17.5	14.01	13.34	1.05	2.6E-10	0
09:17:54.0	-72.75	0.0	41.0	22.0	18.2	14.01	13.34	1.05	2.6E-10	0
09:17:55.0	-72.75	0.0	41.0	22.0	18.2	14.01	13.34	1.05	2.6E-10	0
09:17:56.0	-72.75	0.0	42.0	22.0	18.8	14.01	13.34	1.05	2.6E-10	0
09:17:57.0	-72.75	0.0	42.0	22.0	19.8	14.01	13.34	1.05	2.6E-10	0
09:17:58.0	-72.75	0.0	43.0	22.0	20.3	19.54	15.76	1.24	2.6E-10	0
09:17:59.0	-72.75	0.0	44.0	22.0	21.1	21.08	16.34	1.29	2.6E-10	0
09:18:00.0	-72.75	0.0	44.0	22.0	21.1	21.08	16.34	1.29	2.7E-10	0
09:18:01.0	-72.75	0.0	44.0	22.0	21.7	22.86	17.06	1.34	2.7E-10	0
09:18:02.0	-72.75	0.0	45.0	22.0	22.4	24.30	17.48	1.39	2.7E-10	0
09:18:03.0	-72.75	0.0	46.0	22.0	23.1	24.30	17.48	1.39	2.7E-10	0
09:18:04.0	-72.75	0.0	46.0	22.0	24.1	24.30	17.48	1.39	2.6E-10	0
09:18:05.0	-72.75	0.0	47.0	22.0	24.7	24.30	17.48	1.39	2.6E-10	0
09:18:06.0	-72.75	0.0	47.0	22.0	24.7	24.30	17.48	1.39	2.6E-10	0
09:18:07.0	-72.75	0.0	47.0	22.0	25.5	24.30	17.48	1.39	2.7E-10	0
09:18:08.0	-72.75	0.0	48.0	22.0	26.2	32.08	20.05	1.60	2.7E-10	0
09:18:09.0	-72.75	0.0	49.0	22.0	27.2	32.08	20.05	1.60	2.7E-10	0
09:18:10.0	-72.75	0.0	49.0	22.0	27.8	32.08	20.05	1.60	2.7E-10	0
09:18:11.0	-72.75	0.0	49.0	22.0	27.8	32.08	20.05	1.60	2.9E-10	0
09:18:12.0	-72.75	0.0	50.0	22.0	28.7	32.08	20.05	1.60	2.9E-10	0
09:18:13.0	-72.75	0.0	50.0	22.0	29.2	43.60	23.19	1.88	2.9E-10	0
09:18:14.0	-72.75	0.0	51.0	22.0	29.8	43.60	23.19	1.88	3.4E-10	0
09:18:15.0	-72.75	0.0	52.0	22.0	30.6	43.60	23.19	1.88	3.4E-10	0
09:18:16.0	-72.75	0.0	52.0	22.0	31.3	43.60	23.19	1.88	3.4E-10	0
09:18:17.0	-72.75	0.0	52.0	22.0	31.3	43.60	23.19	1.88	4.7E-10	0
09:18:18.0	-72.75	0.0	53.0	22.0	32.3	43.60	23.19	1.88	4.7E-10	0
09:18:19.0	-72.75	0.0	53.0	22.0	32.9	55.70	25.67	2.17	4.7E-10	0
09:18:20.0	-72.75	0.0	54.0	23.0	33.6	58.81	26.61	2.21	4.7E-10	0
09:18:21.0	-72.75	0.0	55.0	23.0	34.3	58.81	26.61	2.21	8.7E-10	0
09:18:22.0	-72.75	0.0	55.0	23.0	35.2	58.81	26.61	2.21	8.7E-10	0
09:18:23.0	-72.75	0.0	55.0	23.0	35.2	58.81	26.61	2.21	8.7E-10	0
09:18:24.0	-72.75	0.0	56.0	23.0	36.1	64.90	27.50	2.36	1.5E-9	0
09:18:25.0	-72.75	0.0	56.0	23.0	36.9	70.87	28.81	2.46	1.5E-9	0
09:18:26.0	-72.75	0.0	57.0	23.0	37.5	70.87	28.81	2.46	1.5E-9	0
09:18:27.0	-72.75	0.0	58.0	23.0	38.3	76.21	29.77	2.56	2.6E-9	0
09:18:28.0	-72.75	0.0	58.0	23.0	38.8	79.54	30.36	2.62	2.6E-9	0
09:18:29.0	-72.75	0.0	58.0	23.0	38.8	79.54	30.36	2.62	2.6E-9	0
09:18:30.0	-72.75	0.0	59.0	23.0	39.9	87.28	31.74	2.75	2.6E-9	0
09:18:31.0	-72.75	0.0	59.0	24.0	40.6	87.28	31.74	2.75	3.7E-9	0
09:18:32.0	-72.75	0.0	60.0	24.0	41.1	91.66	32.39	2.83	3.7E-9	0
09:18:33.0	-72.75	0.0	61.0	24.0	41.8	94.38	32.77	2.88	3.7E-9	0
09:18:34.0	-72.75	0.0	61.0	24.0	42.4	97.39	33.24	2.93	5.2E-9	0
09:18:35.0	-72.75	0.0	61.0	24.0	42.4	100.76	33.70	2.99	5.2E-9	0
09:18:36.0	-72.75	0.0	62.0	24.0	43.2	103.55	33.95	3.05	5.2E-9	0
09:18:37.0	-72.75	0.0	63.0	25.0	43.8	103.55	33.95	3.05	6.7E-9	0
09:18:38.0	-72.75	0.0	63.0	25.0	44.4	108.42	34.64	3.13	6.7E-9	0
09:18:39.0	-72.75	0.0	64.0	25.0	44.8	108.42	34.64	3.13	6.7E-9	0
09:18:40.0	-72.75	0.0	64.0	25.0	44.8	108.42	34.64	3.13	6.7E-9	0
09:18:41.0	-72.75	0.0	64.0	25.0	45.4	116.06	35.71	3.25	8.6E-9	0
09:18:42.0	-72.75	0.0	65.0	26.0	45.9	116.06	35.71	3.25	8.6E-9	0
09:18:43.0	-72.75	0.0	66.0	26.0	46.5	116.06	35.71	3.25	8.6E-9	0
09:18:44.0	-72.75	0.0	66.0	27.0	47.0	129.87	37.32	3.48	1.0E-8	0
09:18:45.0	-72.75	0.0	67.0	27.0	47.2	129.87	37.32	3.48	1.0E-8	0
09:18:46.0	-72.75	0.0	67.0	27.0	47.2	132.83	37.63	3.53	1.0E-8	0
09:18:47.0	-72.75	0.0	67.0	27.0	47.7	135.61	37.88	3.58	1.2E-8	0
09:18:48.0	-72.75	0.0	68.0	28.0	48.1	135.61	37.88	3.58	1.2E-8	0
09:18:49.0	-72.75	0.0	69.0	28.0	48.4	141.53	38.46	3.68	1.2E-8	0
09:18:50.0	-72.75	0.0	69.0	29.0	48.6	141.53	38.46	3.68	1.2E-8	0
09:18:51.0	-72.75	0.0	70.0	30.0	48.7	141.53	38.46	3.68	1.4E-8	0
09:18:52.0	-72.75	0.0	70.0	30.0	48.7	145.16	38.71	3.75	1.4E-8	0
09:18:53.0	-72.75	0.0	70.0	30.0	48.9	147.62	38.95	3.79	1.4E-8	0
09:18:54.0	-72.75	0.0	71.0	31.0	49.0	147.62	38.95	3.79	1.5E-8	0
09:18:55.0	-72.75	0.0	72.0	32.0	49.1	150.53	39.10	3.85	1.5E-8	0
09:18:56.0	-72.75	0.0	72.0	32.0	48.9	150.53	39.10	3.85	1.5E-8	0
09:18:57.0	-72.75	0.0	72.0	32.0	48.9	150.53	39.10	3.85	1.5E-8	0
09:18:58.0	-72.75	0.0	73.0	33.0	48.8	151.36	39.01	3.88	1.5E-8	0
09:18:59.0	-72.75	0.0	73.0	34.0	48.7	151.71	38.90	3.90	1.5E-8	0
09:19:00.0	-72.75	0.0	74.0	35.0	48.4	151.71	38.90	3.90	1.5E-8	0
09:19:01.0	-72.75	0.0	75.0	36.0	48.1	150.50	38.59	3.90	1.5E-8	0
09:19:02.0	-72.75	0.0	75.0	37.0	47.9	150.50	38.59	3.90	1.5E-8	0
09:19:03.0	-72.75	0.0	75.0	37.0	47.9	150.50	38.59	3.90	1.5E-8	0
09:19:04.0	-72.75	0.0	76.0	38.0	47.5	150.50	38.59	3.90	1.5E-8	0
09:19:05.0	-72.75	0.0	77.0	39.0	46.9	150.50	38.59	3.90	1.5E-8	0
09:19:06.0	-72.75	0.0	77.0	41.0	46.4	142.25	37.14	3.83	1.5E-8	0
09:19:07.0	-72.75	0.0	78.0	42.0	46.0	140.18	36.89	3.80	1.5E-8	0
09:19:08.0	-72.75	0.0	78.0	43.0	45.5	140.18	36.89	3.80	1.4E-8	0
09:19:09.0	-72.75	0.0	78.0	43.0	45.5	140.18	36.89	3.80	1.4E-8	0
09:19:10.0	-72.75	0.0	79.0	44.0	44.9	135.39	36.20	3.74	1.4E-8	0
09:19:11.0	-72.75	0.0	79.0	46.0	43.9	135.39	36.20	3.74	1.3E-8	0
09:19:12.0	-72.75	0.0	80.0	48.0	43.3	135.39	36.20	3.74	1.3E-8	0
09:19:13.0	-72.75	0.0	81.0	49.0	42.6	123.80	34.39	3.60	1.3E-8	0
09:19:14.0	-72.75	0.0	81.0	50.0	41.9	120.72	33.91	3.56	1.3E-8	0
09:19:15.0	-72.75	0.0	81.0	50.0	41.9	120.72	33.91	3.56	1.3E-8	0
09:19:16.0	-72.75	0.0	82.0	52.0	41.2	120.72	33.91	3.56	1.3E-8	0
09:19:17.0	-72.75	0.0	83.0	54.0	40.2	113.66	32.85	3.46	1.3E-8	0
09:19:18.0	-72.75	0.0	83.0	55.0	39.3	113.66	32.85	3.46	1.2E-8	0
09:19:19.0	-72.75	0.0	84.0	57.0	38.6	113.66	32.85	3.46	1.2E-8	0
09:19:20.0	-72.75	0.0	84.0	58.0	37.8	113.66	32.85	3.46	1.2E-8	0
09:19:21.0	-72.75	0.0	84.0	58.0	37.8	113.66	32.85	3.46	1.1E-8	0
09:19:22.0	-72.75	0.0	85.0	60.0	37.1	113.66	32.85	3.46	1.1E-8	0
09:19:23.0	-72.75	0.0	86.0	62.0	36.4	113.66	32.85	3.46	1.1E-8	0
09:19:24.0	-72.75	0.0	86.0	64.0	35.2	113.66	32.85	3.46	1.1E-8	0
09:19:25.0	-72.75	0.0	87.0	65.0	34.6	0.00	0.00	0.00	9.4E-9	0
09:19:26.0	-72.75	0.0	87.0	67.0	33.8	80.34	27.61	2.91	9.4E-9	0
09:19:27.0	-72.75	0.0	87.0	67.0	33.8	80.34	27.61	2.91	9.4E-9	0
09:19:28.0	-72.75	0.0	88.0	69.0	33.0	74.79	26.71	2.80	8.3E-9	0
09:19:29.0	-72.75	0.0	89.0	70.0	32.3	74.79	26.71	2.80	8.3E-9	0
09:19:30.0	-72.75	0.0	89.0	72.0	31.3	68.85	25.50	2.70	8.3E-9	0
09:19:31.0	-72.75	0.0	90.0	74.0	30.7	68.85	25.50	2.70	7.3E-9	0
09:19:32.0	-72.75	0.0	90.0	74.0	30.7	68.85	25.50	2.70	7.3E-9	0
09:19:33.0	-72.75	0.0	90.0	75.0	30.1	60.61	24.05	2.52	7.3E-9	0
09:19:34.0	-72.75	0.0	91.0	77.0	29.5	60.61	24.05	2.52	6.4E-9	0
09:19:35.0	-72.75	0.0	92.0	79.0	28.7	58.16	23.45	2.48	6.4E-9	0
09:19:36.0	-72.75	0.0	92.0	80.0	28.2	58.16	23.45	2.48	6.4E-9	0
09:19:37.0	-72.75	0.0	93.0	82.0	27.6	52.79	22.37	2.36	6.4E-9	0
09:19:38.0	-72.75	0.0	93.0	82.0	27.6	50.15	21.90	2.29	5.7E-9	0
09:19:39.0	-72.75	0.0	93.0	84.0	26.7	50.15	21.90	2.29	5.7E-9	0
09:19:40.0	-72.75	0.0	94.0	85.0	26.2	50.15	21.90	2.29	5.7E-9	0
09:19:41.0	-72.75	0.0	95.0	87.0	25.8	50.15	21.90	2.29	5.2E-9	0
09:19:42.0	-72.75	0.0	95.0	88.0	25.5	50.15	21.90	2.29	5.2E-9	0
09:19:43.0	-72.75	0.0	96.0	89.0	25.0	42.00	20.00	2.10	5.2E-9	0
09:19:44.0	-72.75	0.0	96.0	89.0	25.0	42.00	20.00	2.10	5.2E-9	0
09:19:45.0	-72.75	0.0	96.0	91.0	24.2	40.48	19.65	2.06	4.4E-9	0
09:19:46.0	-72.75	0.0	97.0	92.0	23.9	39.26	19.34	2.03	4.4E-9	0
09:19:47.0	-72.75	0.0	98.0	94.0	23.6	39.26	19.34	2.03	4.4E-9	0
09:19:48.0	-72.75	0.0	98.0	95.0	23.1	37.02	18.79	1.97	3.8E-9	0
09:19:49.0	-72.75	0.0	98.0	95.0	23.1	34.93	18.29	1.91	3.8E-9	0
09:19:50.0	-72.75	0.0	99.0	96.0	22.7	34.93	18.29	1.91	3.8E-9	0
09:19:51.0	-72.75	0.0	100.0	98.0	22.3	34.93	18.29	1.91	3.5E-9	0
09:19:52.0	-72.75	0.0	100.0	99.0	22.0	33.10	17.89	1.85	3.5E-9	0
09:19:53.0	-72.75	0.0	101.0	100.0	21.6	31.69	17.51	1.81	3.5E-9	0
09:19:54.0	-72.75	0.0	101.0	101.0	21.4	31.69	17.51	1.81	3.5E-9	0
09:19:55.0	-72.75	0.0	101.0	101.0	21.4	30.23	17.08	1.77	3.1E-9	0
09:19:56.0	-72.75	0.0	102.0	102.0	21.2	30.23	17.08	1.77	3.1E-9	0
09:19:57.0	-72.75	0.0	103.0	104.0	20.8	28.84	16.67	1.73	3.1E-9	0
09:19:58.0	-72.75	0.0	103.0	105.0	20.6	28.84	16.67	1.73	2.9E-9	0
09:19:59.0	-72.75	0.0	104.0	106.0	20.5	28.84	16.67	1.73	2.9E-9	0
09:20:00.0	-72.75	0.0	104.0	106.0	20.5	27.35	16.28	1.68	2.9E-9	0
09:20:01.0	-72.75	0.0	104.0	107.0	20.4	27.35	16.28	1.68	2.6E-9	0
09:20:02.0	-72.75	0.0	105.0	108.0	20.1	27.35	16.28	1.68	2.6E-9	0
09:20:03.0	-72.75	0.0	106.0	109.0	19.9	27.35	16.28	1.68	2.6E-9	0
09:20:04.0	-72.75	0.0	106.0	110.0	19.8	27.35	16.28	1.68	2.6E-9	0
09:20:05.0	-72.75	0.0	107.0	110.0	19.7	27.35	16.28	1.68	2.4E-9	0
09:20:06.0	-72.75	0.0	107.0	110.0	19.7	25.20	15.65	1.61	2.4E-9	0
09:20:07.0	-72.75	0.0	107.0	111.0	19.5	24.88	15.55	1.60	2.4E-9	0
09:20:08.0	-72.75	0.0	108.0	112.0	19.5	24.82	15.51	1.60	2.2E-9	0
09:20:09.0	-72.75	0.0	109.0	113.0	19.4	24.82	15.51	1.60	2.2E-9	0
09:20:10.0	-72.75	0.0	109.0	114.0	19.3	24.82	15.51	1.60	2.2E-9	0
09:20:11.0	-72.75	0.0	110.0	115.0	19.3	24.82	15.51	1.60	2.1E-9	0
09:20:12.0	-72.75	0.0	110.0	115.0	19.3	24.82	15.51	1.60	2.1E-9	0
09:20:13.0	-72.75	0.0	111.0	115.0	19.3	24.30	15.38	1.58	2.1E-9	0
09:20:14.0	-72.75	0.0	111.0	116.0	19.3	24.30	15.38	1.58	2.1E-9	0
09:20:15.0	-72.75	0.0	112.0	117.0	19.2	24.05	15.32	1.57	2.0E-9	0
09:20:16.0	-72.75	0.0	112.0	117.0	19.2	24.04	15.31	1.57	2.0E-9	0
09:20:17.0	-72.75	0.0	112.0	117.0	19.2	23.81	15.26	1.56	2.0E-9	0
09:20:18.0	-72.75	0.0	113.0	118.0	19.2	23.81	15.26	1.56	1.9E-9	0
09:20:19.0	-72.75	0.0	114.0	119.0	19.3	24.11	15.36	1.57	1.9E-9	0
09:20:20.0	-72.75	0.0	114.0	119.0	19.4	24.24	15.44	1.57	1.9E-9	0
09:20:21.0	-72.75	0.0	115.0	120.0	19.3	24.18	15.40	1.57	1.8E-9	0
09:20:22.0	-72.75	0.0	115.0	120.0	19.6	24.18	15.40	1.57	1.8E-9	0
09:20:23.0	-72.75	0.0	115.0	120.0	19.6	24.54	15.53	1.58	1.8E-9	0
09:20:24.0	-72.75	0.0	116.0	121.0	19.6	24.54	15.53	1.58	1.8E-9	0
09:20:25.0	-72.75	0.0	117.0	121.0	19.6	24.55	15.54	1.58	1.7E-9	0
09:20:26.0	-72.75	0.0	117.0	122.0	19.7	24.55	15.54	1.58	1.7E-9	0
09:20:27.0	-72.75	0.0	118.0	122.0	19.8	24.85	15.63	1.59	1.7E-9	0
09:20:28.0	-72.75	0.0	118.0	122.0	19.8	24.85	15.63	1.59	1.6E-9	0
09:20:29.0	-72.75	0.0	119.0	123.0	20.0	24.85	15.63	1.59	1.6E-9	0
09:20:30.0	-72.75	0.0	119.0	123.0	20.2	24.85	15.63	1.59	1.6E-9	0
09:20:31.0	-72.75	0.0	120.0	124.0	20.2	26.24	16.10	1.63	1.5E-9	0
09:20:32.0	-72.75	0.0	120.0	124.0	20.3	26.24	16.10	1.63	1.5E-9	0
09:20:33.0	-72.75	0.0	121.0	124.0	20.5	26.24	16.10	1.63	1.5E-9	0
09:20:34.0	-72.75	0.0	121.0	124.0	20.5	26.68	16.27	1.64	1.5E-9	0
09:20:35.0	-72.75	0.0	122.0	125.0	20.6	26.68	16.27	1.64	1.4E-9	0
09:20:36.0	-72.75	0.0	122.0	125.0	20.9	27.39	16.40	1.67	1.4E-9	0
09:20:37.0	-72.75	0.0	123.0	126.0	21.0	27.39	16.40	1.67	1.4E-9	0
09:20:38.0	-72.75	0.0	123.0	126.0	21.2	27.39	16.40	1.67	1.4E-9	0
09:20:39.0	-72.75	0.0	124.0	126.0	21.6	29.48	17.04	1.73	1.4E-9	0
09:20:40.0	-72.75	0.0	124.0	126.0	21.6	29.48	17.04	1.73	1.4E-9	0
09:20:41.0	-72.75	0.0	125.0	126.0	21.6	29.48	17.04	1.73	1.4E-9	0
09:20:42.0	-72.75	0.0	125.0	127.0	21.8	29.48	17.04	1.73	1.4E-9	0
09:20:43.0	-72.75	0.0	126.0	127.0	22.0	30.98	17.50	1.77	1.4E-9	0
09:20:44.0	-72.75	0.0	126.0	128.0	22.2	31.31	17.59	1.78	1.4E-9	0
09:20:45.0	-72.75	0.0	127.0	128.0	22.4	31.31	17.59	1.78	1.3E-9	0
09:20:46.0	-72.75	0.0	127.0	128.0	22.4	31.74	17.73	1.79	1.3E-9	0
09:20:47.0	-72.75	0.0	128.0	128.0	22.6	31.74	17.73	1.79	1.3E-9	0
09:20:48.0	-72.75	0.0	128.0	128.0	22.9	31.74	17.73	1.79	1.3E-9	0
09:20:49.0	-72.75	0.0	129.0	129.0	23.1	31.74	17.73	1.79	1.3E-9	0
09:20:50.0	-72.75	0.0	129.0	129.0	23.3	31.74	17.73	1.79	1.3E-9	0
09:20:51.0	-72.75	0.0	129.0	129.0	23.3	34.48	18.44	1.87	1.3E-9	0
09:20:52.0	-72.75	0.0	130.0	129.0	23.6	34.48	18.44	1.87	1.3E-9	0
09:20:53.0	-72.75	0.0	131.0	129.0	23.8	35.91	18.80	1.91	1.3E-9	0
09:20:54.0	-72.75	0.0	131.0	130.0	24.0	36.67	19.00	1.93	1.3E-9	0
09:20:55.0	-72.75	0.0	132.0	130.0	24.2	36.67	19.00	1.93	1.2E-9	0
09:20:56.0	-72.75	0.0	132.0	130.0	24.4	0.10	0.05	1.95	1.2E-9	0
09:20:57.0	-72.75	0.0	132.0	130.0	24.4	0.10	0.05	1.95	1.2E-9	0
09:20:58.0	-72.75	0.0	133.0	131.0	24.7	38.71	19.55	1.98	1.2E-9	0
09:20:59.0	-72.75	0.0	134.0	131.0	24.8	38.71	19.55	1.98	1.2E-9	0
09:21:00.0	-72.75	0.0	134.0	131.0	25.1	38.71	19.55	1.98	1.2E-9	0
09:21:01.0	-72.75	0.0	135.0	131.0	25.3	40.96	20.08	2.04	1.2E-9	0
09:21:02.0	-72.75	0.0	136.0	132.0	25.6	40.96	20.08	2.04	1.2E-9	0
09:21:03.0	-72.75	0.0	136.0	132.0	25.6	40.96	20.08	2.04	1.2E-9	0
09:21:04.0	-72.75	0.0	136.0	132.0	25.8	40.96	20.08	2.04	1.2E-9	0
09:21:05.0	-72.75	0.0	137.0	132.0	26.0	42.84	20.50	2.09	1.2E-9	0
09:21:06.0	-72.75	0.0	137.0	133.0	26.3	42.84	20.50	2.09	1.2E-9	0
09:21:07.0	-72.75	0.0	138.0	133.0	26.4	44.22	20.86	2.12	1.2E-9	0
09:21:08.0	-72.75	0.0	138.0	133.0	26.4	44.22	20.86	2.12	1.2E-9	0
09:21:09.0	-72.75	0.0	139.0	133.0	26.9	45.97	21.28	2.16	1.2E-9	0
09:21:10.0	-72.75	0.0	139.0	133.0	27.0	45.97	21.28	2.16	1.2E-9	0
09:21:11.0	-72.75	0.0	140.0	134.0	27.2	47.32	21.51	2.20	1.2E-9	0
09:21:12.0	-72.75	0.0	140.0	134.0	27.4	47.32	21.51	2.20	1.2E-9	0
09:21:13.0	-72.75	0.0	140.0	134.0	27.4	47.32	21.51	2.20	1.2E-9	0
09:21:14.0	-72.75	0.0	141.0	134.0	27.6	49.30	22.01	2.24	1.2E-9	0
09:21:15.0	-72.75	0.0	142.0	135.0	28.0	49.70	22.09	2.25	1.2E-9	0
09:21:16.0	-72.75	0.0	142.0	135.0	28.1	49.70	22.09	2.25	1.2E-9	0
09:21:17.0	-72.75	0.0	143.0	135.0	28.3	49.70	22.09	2.25	1.2E-9	0
09:21:18.0	-72.75	0.0	143.0	136.0	28.5	49.70	22.09	2.25	1.2E-9	0
09:21:19.0	-72.75	0.0	143.0	136.0	28.5	49.70	22.09	2.25	1.2E-9	0
09:21:20.0	-72.75	0.0	144.0	136.0	28.6	53.47	22.85	2.34	1.2E-9	0
09:21:21.0	-72.75	0.0	145.0	136.0	28.8	53.47	22.85	2.34	1.2E-9	0
09:21:22.0	-72.75	0.0	145.0	137.0	29.0	54.19	23.06	2.35	1.2E-9	0
09:21:23.0	-72.75	0.0	146.0	137.0	29.3	54.84	23.14	2.37	1.2E-9	0
09:21:24.0	-72.75	0.0	146.0	137.0	29.3	55.78	23.34	2.39	1.2E-9	0
09:21:25.0	-72.75	0.0	146.0	137.0	29.3	55.78	23.34	2.39	1.2E-9	0
09:21:26.0	-72.75	0.0	147.0	138.0	29.5	55.78	23.34	2.39	1.2E-9	0
09:21:27.0	-72.75	0.0	148.0	138.0	29.6	56.61	23.49	2.41	1.2E-9	0
09:21:28.0	-72.75	0.0	148.0	139.0	29.9	56.61	23.49	2.41	1.2E-9	0
09:21:29.0	-72.75	0.0	149.0	139.0	29.9	58.17	23.84	2.44	1.3E-9	0
09:21:30.0	-72.75	0.0	150.0	140.0	30.2	58.17	23.84	2.44	1.3E-9	0
09:21:31.0	-72.75	0.0	150.0	140.0	30.2	58.17	23.84	2.44	1.3E-9	0
09:21:32.0	-72.75	0.0	150.0	140.0	30.3	58.17	23.84	2.44	1.3E-9	0
09:21:33.0	-72.75	0.0	151.0	140.0	30.3	59.77	24.10	2.48	1.3E-9	0
09:21:34.0	-72.75	0.0	151.0	141.0	30.6	60.58	24.23	2.50	1.3E-9	0
09:21:35.0	-72.75	0.0	152.0	141.0	30.6	60.58	24.23	2.50	1.3E-9	0
09:21:36.0	-72.75	0.0	153.0	142.0	30.7	61.14	24.36	2.51	1.3E-9	0
09:21:37.0	-72.75	0.0	153.0	142.0	30.7	61.41	24.37	2.52	1.3E-9	0
09:21:38.0	-72.75	0.0	153.0	142.0	30.7	61.41	24.37	2.52	1.4E-9	0
09:21:39.0	-72.75	0.0	154.0	143.0	30.8	61.41	24.37	2.52	1.4E-9	0
09:21:40.0	-72.75	0.0	154.0	143.0	30.8	62.36	24.55	2.54	1.4E-9	0
09:21:41.0	-72.75	0.0	155.0	144.0	31.0	62.36	24.55	2.54	1.4E-9	0
09:21:42.0	-72.75	0.0	156.0	144.0	31.2	62.36	24.55	2.54	1.4E-9	0
09:21:43.0	-72.75	0.0	156.0	144.0	31.2	63.48	24.70	2.57	1.4E-9	0
09:21:44.0	-72.75	0.0	156.0	145.0	31.2	64.06	24.83	2.58	1.4E-9	0
